,Reviews,Game Title
2767,The Binding of Isaac Afterbirth+ on Switch isn't just a brilliant port - it's arguably the best way to enjoy a modern roguelike classic.,The Binding of Isaac: Afterbirth +
2768,"Developer Nihon Falcom has always been talented, but this project represents a new high for the studio, a game where each piece comes together and interlocks in a way that feels damn near perfect. Don’t let the obscure name fool you; forgettable story aside, this is one of the best action-RPGs of this generation.",Ys VIII: Lacrimosa of DANA
2769,"An example of what a good expansion can be.Adds depth and breadth to the original.Worth the 20 bucks, and more.",Galactic Civilizations III: Crusade
2770,"Mood, pathos, emotion, humor ... and helluva fights. This is a combination that makes Yakuza zero the one of the most entertaining game in the whole series. For lovers of Japan Y0 is a must-have. [Issue#272]",Yakuza 0
2771,"Of course, if I'm being honest, offline single-player is what I care about most when it comes to MLB The Show anyway, so it's not like multiplayer was going to change my opinion too much one way or the other. And from that perspective — that is, as someone who's probably going to spend a few hundred hours with the game over the next year, with 95% of that being in RTTS — I have to say that  once again delivers.",MLB The Show 17
2772,"This collection of updated WipEout games is really proof of how these great games have withstood the test of time. Packed with content and with superb technology to back it up, Omega Collection is a must-have for fans of Sony’s futuristic racing franchise.",Wipeout: Omega Collection
2773,"If you’ve been looking to get into Mutant Mudds or have been simply wanting a new retro platformer on Switch, there are few better options than . With two already spectacular titles in Mutant Mudds Deluxe and Mutant Mudds Super Challenge, fans will spend hours plugging away at their immense (and rewarding) challenge. Throw in the solid Mudd Blocks, which is an out of the blue and pleasant surprise (and arguably better than 3DS puzzler Bomb Monkey), and not only is Collection a satisfying time to be had, it’s also a great value, to boot. Switch’s library is stuffed with great games, but don’t let this one pass you by. It’s easily up there with some of the best software on the system.",Mutant Mudds Collection
2774," is the best roguelike game on the Switch right now. It's excellently made, looks beautiful, and offers some of the best multiplayer experiences available on the system. To say I loved the game is an understatement; Flying Oak have made a game that anyone can fall in love with in just a few minutes.",NeuroVoider
2775,Starcraft retains its seat in the high pantheon of genre defining games.,Starcraft Remastered
2776,"Visual Concepts managed to improve an already perfect game, adding a new captivating free roaming mode and further improving animations, players character and gameplay. A must-have not just for NBA fans, but for any sports games lover.",NBA 2K18
2777,"If you haven’t played the game yet, fish out some cashish from your pocket and fix that serious oversight immediately. The work done by Beamdog on the remaster does not justify the purchase on its own, but Planescape: Torment is still the best RPG game ever created. [06/2017, p.46]",Planescape: Torment - Enhanced Edition
2778,"I would highly suggest picking up  at your earliest convenience. I absolutely believe it will be one of the best games you play all year, and quite frankly I can’t think of another game that easily compares to it. The story, mechanics, and world featured absolutely stand-out compared to other releases this year, and it’s well worth experiencing. And even if you’ve felt lukewarm on Bastion or Transistor,  is such a different experience that I’d still say it’s worth checking out whether you are a fan of Supergiant or not. But if you are, then there is no reason to miss .",Pyre
2779,"An unconventional combination of two worlds and genres, which is funny, reasonably difficult and especially offers a great playability. For the Nintendo Switch owners, it is a must-have, everyone will enjoy this game. [Issue#278]",Mario + Rabbids: Kingdom Battle
2780," plays like a pumped-up version of the classic TOCA Race Driver 3 from 2006, redressing many of the complaints levelled at the original.",Project CARS 2
2781," is a superb example of a puzzle game, intelligent, immersive and lots of fun to play. The subtle story woven through is interesting, the puzzles challenging without being too frustrating. VR is used superbly as an integral part of the experience and not a tacked on gimmick. Definitely worth picking up for anyone who owns a PlayStation VR.",Statik
2782,"For fans looking to revisit the series on their current gen console or a potential newcomer to the series, this is the ultimate compilation. Being able to revisit two of my favorites in the series, KH 2 Final Mix and Birth by Sleep Final Mix along on my PS4, reminds me why I fell in love with the series.",Kingdom Hearts HD I.5 + II.5 Remix
2783,"Pokémon Ultra Sun and Ultra Moon represent everything Game Freak has worked towards in its 20 years of growing the Pokémon franchise. It has its flaws, as every game does, but they don't detract from the lively world, incredible writing, and sheer fun that the game provides. Ultra Sun and Ultra Moon are likely the last big games to be released on the 3DS, and Game Freak sees the console out with a game that will be remembered as a shining example of what the series can do when at its best.",Pokemon Ultra Sun
2784,"Housing a story that is both offensive, yet hilarious, ludicrous, yet serious is a rare achievement but this game accomplishes it. The overhauled combat also keeps strategy a key part of gameplay so tactical thinking is always rewarded.",South Park: The Fractured But Whole
2785,"A faster-paced, more densely packed, more melancholy and visceral experience than previous entries in the Shovel Knight series. [Issue #27 – May/June 2017, p. 20]",Shovel Knight: Specter of Torment
2786,Don't be fooled by its unassuming facade:  is a one-of-a-kind adventure that brings tears and smiles in equal measure.,Rakuen
2787," might not be the prettiest game, but it's among the most atmospheric. Arkane Studios has proven itself time and time again to be comprised of world-class world builders.  is no different. If you're a fan of Dead Space, Deus Ex, or Bioshock, you simply have to buy this game.",Prey
2788,"Incredibly imaginative, extremely motivating and visually a treat: With Rayman Legends Switch users can look forward to one of the best 2D platformers of the last generation on their system.",Rayman Legends: Definitive Edition
2789," is the perfect mix of story, gameplay, and aesthetic that all come together in order to form a truly beautiful experience. Between the simple but charming narrative, the creative and satisfying puzzle design, and the breathtaking hand-drawn artwork,  is a wonderful puzzle game that will amaze all who choose to play it.",Gorogoa
2790," is a throwback to classic JRPGs, but in many ways an improvement. It’s like Aliens compared to Alien; all the aspects that made the original great have been polished up, tweaked and turned up to 11 to deliver something that is arguably even better than the inspiration.",Battle Chasers: Nightwar
2791,"Fans of the universe will love the way this huge chunk of content gives you new characters and locations. However, it might feel a bit familiar at times, and it never goes into proper sequel territory. But that’s because it’s not.",Dishonored: Death of the Outsider
2792," is nigh-on perfect. The hits are fine, the gunplay is wonderful, the animation and designs are fantastic, and it really needs to be picked up and played by anybody who isn’t looking for something really casual.",Enter The Gungeon
2793," is an excellent shooter that takes inspiration from the 80s arcade scene in the best of ways. It is a finely crafted experience that only benefits from being on the PlayStation VR. It can be an intense experience, however, and one best left to relatively short gameplay sessions lest the visual overload become too much. Owners of PlayStation VR should definitely look to add this to their library, as it is one of the best VR titles on the PlayStation at present. Jeff Minter and Llamasoft have got another winner.",Polybius
2794,"Another fantastic game from Naughty Dog, a developer whose pedigree only seems to grow stronger with each title.",Uncharted: The Lost Legacy
2795,"What was already a fantastic package just got even better. The simple premise of cutting out shapes to solve puzzles is just as engrossing as it was upon release, and the addition of new puzzles for both single-player and multiplayer antics, as well as being able to revisit older puzzles with new pre-made shapes, make Snipperclips Plus: Cut it Out, Together! the ideal treat for Nintendo Switch owners this Christmas...and beyond.","Snipperclips Plus: Cut It Out, Together!"
2796,"Hatsune Miku: Project DIVA Future Tone is the holy grail of an already illustrious franchise. For existing fans of the virtual idol, this isn’t just some greatest hits album. Plenty of formerly arcade-exclusive tracks are available on console for the first time. Newcomers, meanwhile, are positively spoiled for choice and couldn't ask for a better time to start the franchise.",Hatsune Miku: Project Diva Future Tone - Colorful Tone
2797,"Hatsune Miku: Project DIVA Future Tone is the holy grail of an already illustrious franchise. For existing fans of the virtual idol, this isn’t just some greatest hits album. Plenty of formerly arcade-exclusive tracks are available on console for the first time. Newcomers, meanwhile, are positively spoiled for choice and couldn't ask for a better time to start the franchise.",Hatsune Miku: Project Diva Future Tone - Future Sound
2798,"Pokémon Ultra Sun and Ultra Moon represent everything Game Freak has worked towards in its 20 years of growing the Pokémon franchise. It has its flaws, as every game does, but they don't detract from the lively world, incredible writing, and sheer fun that the game provides. Ultra Sun and Ultra Moon are likely the last big games to be released on the 3DS, and Game Freak sees the console out with a game that will be remembered as a shining example of what the series can do when at its best.",Pokemon Ultra Moon
2799,"Labelling Nioh as ""another Dark Souls clone"", just doesn't do it justice. The Complete Edition is a package brimming with content, challenging gameplay, deep combat mechanics, Diablo-like looting and a fun crafting system to boot. It does not stick to its peers' blueprint, but it endeavours to evolve in a different beast, and for the most part, succeeds.",Nioh: Complete Edition
2800,"Edmund McMillen and Tyler Glaiel have done it again.  is a new masterpiece, a statement of how to create videogame. It hooks the player and makes you an addict of this wicked platform game.",The End Is Nigh
2801,"My opinion on sports games comes down entirely to two factors: how good is the career mode, and how well does it represent the sport. And on both those counts,  delivers in spades.",FIFA 18
2802,"I'm seriously impressed, and so much so that I'm excited for the possibilities of other old Wii titles making encore appearances on Switch thanks to this single, indie-crafted proof of concept! [Issue #27 – May/June 2017, p. 23]",World of Goo
2803,"Overall, what PES 2018 lacks in authenticity, it more than makes up for in gameplay. Bettering its predecessor on the pitch, PES 2018 is another fantastic entry in the series.",Pro Evolution Soccer 2018
2804, is an astonishingly well-put together game that understands how brooding horror is more effective than mere jump-scares.,Detention
2805,"the story is actually interesting. In general terms, of course, the game is focused on the main character, Chizuru, romancing the various Shinsengumi samurai, but there's a clear plot beyond that: she's traveled to Kyoto to find her missing father. After she stumbles into a bad situation almost immediately upon her arrival (in which the Shinsengumi play a prominent role), everything that happens in the game is set in motion. It's appropriately mysterious, which makes this game much closer to an actual novel than most of its other genre brethren.",Hakuoki: Kyoto Winds
2806,"Path of Fire is a much better expansion than Heart of Thorns, and the best part about it is it will only set you back $30. The Guild Wars 2 base game is already free to play, and if you want both expansions, you can get them combined for $50. You are essentially getting years worth of content for the price of one game. If you have already played Guild Wars 2 before but have left for one reason or another and are on the fence about returning, I could not recommend a better time to come back. The Guild Wars 2 of 2017 is a very different game then you probably remember, and that's a good thing. Change in MMOs keeps them fresh and fun for years to come, and Guild Wars 2 embraces this better than any other MMO on the market. Praise Joko!",Guild Wars 2: Path of Fire
2807,"Hellblade is a kind of a game you have not played yet. Despite the smaller variability of enemies, it offers such a powerful experience that we have to recommend it. Senua's mind suffers and you suffer with her. Ragnarök is coming. [Issue#277]",Hellblade: Senua's Sacrifice
2808,"After playing Bleed, it would be very easy to be worried for the sequel not living up to expectations. While the sequel is very different from the original, it is not by any means a bad thing. At the core,  is still in the same spirit as the first entry, but just a bit more grown up and comfortable. Wryn is still the same cool chick she always was, ready to kick some you-know-what as before, except this time for less selfish reasons. The action anti-heroine has become a real heroine, and the bosses have got more creative and include more variety. However, this has comes at the expense of having less platforming segments, a worthwhile pay-off in the end as the most memorable parts of the first game weren't the platforming sections, but the radical boss fights, and  will not offer anything that disappoints on that front.",Bleed 2
2809, is totally worth the $30 or $40 bucks for those who absolutely love either of the block dropping puzzle franchises and are looking for a fun and fresh twist on the genre.,Puyo Puyo Tetris
2810,"The improved single-player experience, the enhanced and multitude of online modes for all skill levels and Salmon Run which is just a ton of fun make  the complete Switch game. The game’s style and charm are terrific and it runs at an amazing 1080p 60fps rock solid the entire time. With a year or more of updates promised and regular Splatfests planned,  will among your most played games for a while to come.",Splatoon 2
2811,"It’s intended to be the final piece of the BoxBoy! puzzle, and it’s going out on the highest note possible.",BYE-BYE BOXBOY!
2812,"Brilliant execution of a unique premise. A definite contender for game of the year so far. [Issue#262, p.61]",The Sexy Brutale
2813,"hat is important to any great visual novel is that it has great writing, and the Danganronpa games are by turns hilarious, reflective, intense and jovial, the characters are all unique and interesting, and the twists and turns are often startling. Visual novels just don’t get better than these.",Danganronpa 1-2 Reload
2814," is a game that impresses by its size and its ambition. After more than 160 hours necessary to complete 100% of the game I can say that it is a gift for any fan of RPGs, being one of the most impressive games to have in the first year of a console. With varied and very beautiful music this game will guarantee dozens of hours of fun. With so many excellent qualities, Xenoblade 2 is a must-have game in your library and will make you little by little enchanted by these incredible characters.",Xenoblade Chronicles 2
2815,"The Frozen Wilds is more of Horizon Zero Dawn, and that is in no way a bad thing. The expansion offers some closure on certain story threads whilst telling a self-contained tale that’s perfect for this ruined world you find yourself in. There’s little in terms of mechanical upgrades to the game, but Horizon never needed that in the first place...If you’re craving 15-20 hours adventuring in a world crafted by artisan game designers, you can’t go wrong with The Frozen Wilds, which is easily one of the best DLC packages on offer this year.",Horizon Zero Dawn: The Frozen Wilds
2816,"I’ve been having a great time with PoE, and it’s fast become my go-to when I need to get in a rewarding grind. The Xbox One version may be a little late to the party, but it was absolutely worth the wait. This fantastic game takes the best of the genre and propels them to impressive new heights.",Path of Exile: The Fall of Oriath
2817,"A more than worthy continuation of the Trails in the Sky saga, tying up some loose ends from the previous game while setting up events for the following entries. The dungeon crawler game flow of the 3rd may put off some, and the presentation may look outdated, but do not let this discourage you, as the game is one of the best Japanese role-playing games released this year in the West.",The Legend of Heroes: Trails in the Sky the 3rd
2818," is dark, eerie, startling, gross and sinister – all without resorting to M-rated content or a first-person camera. It's a great puzzle-platformer that is amazingly atmospheric, where the scariest parts are a fun gameplay experience rather than a game-halting fright. In many ways, it reminded me of Inside, but I have, to be honest: despite being a little more rough around the edges, I like  more.",Little Nightmares
2819,"While I do wish that there was a bit more of it, what’s here is phenomenal.",Splasher
2820,"One of the best war strategies I have ever played is a great compromise between fidelity to reality and pure entertainment. Besides the monotony of the environment and the small flaws in the user interface, you can’t complain to anything.",Steel Division: Normandy 44
2821," is more than a revival of the classic shoot 'em up games. Locomalito and Gryzor87 made one of the most important Spanish games of recent years, a love letter to the classics, but also a great stand alone game.  is fun, hard and is not too long, but is one of the freshest and funniest experiences that you can experience on Xbox One.",Super Hydorah
2822,"Defiant Development has proven that Hand of Fate was neither a one-off hit, nor that it couldn’t be expanded on in a meaningful way.  retains the aesthetics and soul of the original game, but builds on the world’s lore, its mechanics, and its art in such a way that the two games feel generations apart. As I said at the start, this is one of the best games Australia has ever produced. Now begins the agonising wait for the next stroke of genius from this talented team.",Hand of Fate 2
2823,"This is, in my opinion, the culmination of everything that has come before it. Boss design, enemy design, lore, environments, mechanics, it is all pulled from the games that preceded this and it all has its own unique spin. It is truly bittersweet to come to the end of this journey that started in February of 2009, but I can think of no better send off for the series than the one it receives in The Ringed City. This is a perfect piece of DLC to round off a great game and a once-in-a-lifetime franchise. I could not be happier with how everything falls into place at the end of the world, and I would highly recommend the trip to any on the fence about taking it.",Dark Souls III: The Ringed City
2824,"Just like on other platforms, The  platform delivers a great pinball experience without costing you an arm and a leg. Combine that with the new challenge modes, multiplayer and the Switch exclusive options and you have yourself a great package for pinball fans and casual players alike. This app is a perfect fit for the Nintendo Switch and is a great addition to the ever growing library! Even if you already have this on another platform, the Switch version is fantastic. I highly recommend it!",Pinball FX3
2825,"As with most releases on modern VR hardware, it’s easy to pick flaws in the videogame due to the control systems and lessened visual quality, but to do so would be to ignore the huge leap forward  makes in the creation of a real-world playground. The delivery of unique characters impresses a sense of urgency, empathy and often distain unlike any other videogame experience, playing into the strengths of the VR medium by placing the player face-to-face with convincing digital human beings.  presents an unwavering argument for VR as a compelling entertainment medium, and should be welcomed as a yet another stepping stone to true presence in digital worlds.",L.A. Noire: The VR Case Files
2826,"Still the best thing for any true Football lover out there, it will take weeks and months of your life.",Football Manager 2018
2827,Madden 18 is the best installment of the series in the last years. Very solid and with stunning graphics thanks to the Frostbite engine. Great both for the veterans of the genre and for the newcomers.,Madden NFL 18
2828," is a game that feels perfect to play, from the very start right up to the epic finish.",RiME
2829,"The King of 3D fighting is back:  is such a great entry to the series. Gameplay-wise is brilliant, its graphics are stunning and the available roster is satisfying. One of the best fighting titles out there.",Tekken 7
2830,A much-needed expansion that sures up the shallowness of the empire building and management. Utopia adds great depth and new layers of progression that make building your interstellar empire a much more unique and enjoyable experience.,Stellaris: Utopia
2831," is good old-fashioned survival horror with a little bit of an open-world bent, and it works beautifully. It’s tense, it’s scary, it’s exciting, it’s absorbing – it’s everything I hoped it would be and more.",The Evil Within 2
2832," is a surprisingly refreshing twitch-based platformer that will put a smile on anyone’s face. Its sharp controls mixed with brutal but balanced difficulty, as well as some well-done pixelated graphics, makes  a must buy for anyone looking for some platforming goodness.",Slime-san
2833,"A blood soaked, stylish-beyond-reckoning testament to the art and alchemy of flawless video game design. The Crimson Court provides a substantial addition to one of the greatest, most obsessive tests of gaming character ever created. Indispensable.",Darkest Dungeon: The Crimson Court
2834,"A game of impeccable design and gorgeous art, with almost no missteps to speak of. With all the games to choose from these days, don’t let this one slip by.",She Remembered Caterpillars
2835,"A very fluid and addictive game that grabs the players' attention from the beginning to the end and which should be played by everyone, RIVE features an exquisite audiovisual component, challenging gameplay and a difficulty level that will demand the players to invest their best efforts to succeed.",RIVE: Ultimate Edition
2836,"With enough fresh content to call back the interest of veteran players and a unique experience that should be welcomed by new players,  finally gets the opportunity to really shine.",Bulletstorm: Full Clip Edition
2837,"With two comparable games from veteran action platformer developers, this dual pack is worth picking up even at full price.",Azure Striker Gunvolt: Striker Pack
2838,Great RPG depends mainly on the conversations and colorful bizarre world into which it takes you …while it is not focused on combat and other traditional elements. [Issue#273],Torment: Tides of Numenera
2839,"The main point here is that Nippon Ichi has done a spot-on job with Disgaea 5 in porting it to the Nintendo Switch. This is one of the best tactics JRPGs you can play. It’ll last you a long time, become more rewarding the more time that you put into it, and runs just perfectly on the Switch’s hardware. You could not ask for a better portable game than this.",Disgaea 5 Complete
2840,"Groundbreaking and unforgettable, Danganronpa V3 is set to become one of the most relevant titles of the generation for many people. Supported by an intelligent and hilarious script, this visual novel presents the most delightfully complicated mysteries, and shocking plot twists that put in question philosophical concepts like the truth and reality.",Danganronpa V3: Killing Harmony
2841,"Mario & Luigi: Superstar Saga has not lost any of its charm over the past decade and a half, plus looks better than ever now on Nintendo 3DS thanks to its new lick of paint. Humorous, addictive, inventive - everything that made the Game Boy Advance original so addictive returns, with some handy touch screen shortcuts added into the mix, and a pleasant side game in the form of the Bowser's Minions RTS quest. With this, Paper Jam Bros. and Bowser's Inside Story, the Mario & Luigi series shows it is still going from strength to strength thanks to the genius team at AlphaDream.",Mario & Luigi: Superstar Saga + Bowser's Minions
2842,"Deus Ex: Mankind Divided was already one of our favorite games of last year, but both add-ons in Jensen's Stories have kept the game feeling fresh long after release. ""A Criminal Past"" was a bit more enjoyable than ""System Rift"" if only because ""System Rift"" took place in the same confines as the main campaign, and this new DLC lets us see someplace new and different we haven't been exploring for hours on end already. Whatever Square and Eidos have in store for Deus Ex in the future, ""A Criminal Past"" and Mankind Divided show there are plenty of ways to keep us coming back for more.",Deus Ex: Mankind Divided - A Criminal Past
2843,"Rising Storm 2, like its predecessors, is a tight, realistic multiplayer shooter with a robust community of players and balanced asymmetrical gameplay that feels fair. The sound design creates a suspenseful atmosphere while the iconic rock music of the era sets you squarely in the time period. Graphically, the game is not the best looking title around, but it's good enough not to adversely affect one’s enjoyment of the action. While not exactly noob friendly, the community will help you get your swamp legs and, as a team-based game, you will have to communicate with others if you don’t want to simply be in the way. If you are looking for something more realistic than Call of Duty or Battlefield, but faster than Arma, look no further than Rising Storm 2. I will see you in my sights.",Rising Storm 2: Vietnam
2844,"By improving upon the issues of the last two episodes while continuing their successes, the conclusive episode to Life is Strange: Before the Storm is a near-flawless end to the impactful, heartfelt prequel.",Life is Strange: Before the Storm - Episode 3: Hell is Empty
2845,"Cities: Skylines is definitely a must-own for fans of the genre, or gamers with a nostalgic itch for SimCity that EA certainly won’t scratch.",Cities: Skylines - PlayStation 4 Edition
2846,"A simply beautiful example of minimalistic elegance and functionality, refined to a near perfect degree.",VOEZ
2847,That’s one of the best things about : It always keeps things simple.,Fortnite
2848,"I really, really like . Shifting the focus from character interactions to more gameplay mechanics was a huge deal for me, along with a story that feels like it’s developing with you, rather than happening in the background. Definitely pick it up if you’re a Fire Emblem fan, either new or old!",Fire Emblem Echoes: Shadows of Valentia
2849," is a memorable experience that may last me a lifetime, like a good book or film. The care placed into each scene is one of the reasons why  is such a masterpiece. Each string of dialogue, each reference to other games, every joke, and every pixel — they all feel deliberate and labored over, yet also so smoothly executed, as if effortless.",Finding Paradise
2850,"Reigns’ devilishly simplistic game of Tinder-like kingdom management feels just as inventive now as it did in 2015, but  fixes some of its more poorly considered design choices while also putting a refreshing spin on the challenge you face by casting you as a (very powerful) woman in a man’s world. The king is dead. Long live the queen!",Reigns: Her Majesty
2851,"Despite the sometimes unbalanced challenge it presents,  is a brilliant tribute to tactical RPGs of old, with the tabletop elements adding a fresh and engaging twist to the beloved genre. [Oct 2017, p.95]",Children of Zodiarcs
2852,"Monolith has something for everyone here, and just like Gollum with his ‘precious’, you’ll be hooked after a little taste of the power you can possess in Shadow of War.",Middle-earth: Shadow of War
2853,"It’s a fantastic, fascinating example of interactive visual storytelling. It would absolutely only work in the form that the developers have created, and it’s a game I’ll no doubt be permanently using as an example in future when I want to illustrate just what can be done in the genre. It’s also an excellent, creepy story which is deftly told, and a game I can recommend without reservation.",Stories Untold
2854,"I absolutely loved , from the colourful start to the bittersweet ending that literally had me sobbing—something that is quite hard for video games to achieve.",Slime Rancher
2855," is a blistering fast racer with a very balanced set of vehicles and a nice selection of tracks. It's perfect for some single player score chasing or some multiplayer competition, and it looks great while doing it - though it could've used a few more options here and there. That doesn't really hinder what we've been offered however, and  is a racing game I'm happy to recommend to absolutely anyone who might be looking for one. It's just that good.",Fast RMX
2856,"Cities: Skylines – Xbox One Edition is an important release. Not just because it's a great game. And it is. But also because it shows that strategy games really do have a place on consoles. The game has amazing depth, probably more than any other game I've seen on the console, and is almost a match for the PC version without any control issues to speak of. It also looks amazing on a large TV screen, suck it up master race! Cities: Skylines – Xbox One Edition is the sort of game you can get lost in for hours, creating your own stories and worlds to admire. It may take you a few attempts to get the city of your dreams, but once you get the hang of things you're in for a treat.",Cities: Skylines - Xbox One Edition
2857," doesn’t do much to differentiate between its older version. Apart from an added local couch co-op mode, new time attack variants, difficult challenge modes, and a boost in visuals, you’d be hard pressed to find anything out of the ordinary. I enjoyed the game more after playing it on a larger television screen because the game’s beauty and detail are done justice on a 55” screen as opposed to the smaller OLED on the Vita. Even if shmups are not your thing, passing on  for that reason means missing out on a great, story driven side scrolling shooter that has style, maturity, and unexpected plot twists.",Sine Mora EX
2858,"While many will look to  for the solo experience, anyone who has played previous titles will know that the multiplayer offerings are exceptionally enjoyable and  takes this to the next level. Those playing as a team, with communication, will find it truly enjoyable, but that’s not to say those going it alone will be left disappointed. They won’t, for  excels in many ways...Have we seen the year’s best shooter? Quite possibly.",Sniper Elite 4
2859,"There is a lot to , and I could never explain it all in this small wall of text, so just do yourself a favor and grab it for their extraordinarily low price of $15 (or less). It is well worth the price they’re asking, and I would recommend dragging a friend in with you on the purchase so you can enjoy what I think are some of the game’s best qualities.",Antihero
2860,"The graphics look crisper even though they aren’t a substantial upgrade over the original. The controls have seen the biggest improvement and it plays even better on Xbox One. While I wish the gameplay was more complex, the title is still a solid entry in the real-time strategy genre.",Halo Wars: Definitive Edition
2861,"The secrets and surprises are worth the cost of entry. [Issue #32 – March/April 2018, p. 26]",The Legend of Zelda: Breath of the Wild - The Champions' Ballad
2862," is a fantastic addition to the Nintendo Switch’s lineup of indie titles that everyone should give a try. The game ran beautifully in both portable and docked modes at a crisp 60 FPS and I never encountered a glitch or bug to ruin my experience, showing the studios talent to provide a properly polished game. I fell in love with this game during my time at E3 and now that the final product is finally here, I can safely say the game not only met my expectations, but surpassed them as my new favourite Indie currently offered on the Nintendo Switch.",Battle Chef Brigade
2863,"It’s not as pretty as Hearthstone and its lack of responsiveness is sometimes annoying, but Dire Wolf Digital tackled gameplay mechanics expertly, making The Elder Scrolls Legends Hearthstone’s main rival. [06/2017, p.73]",The Elder Scrolls: Legends
2864," isn't just a very solid 4X game. It's also quite the narrative experience. Every faction has a story to tell, and every game will see you playing to their strengths while learning that story.",Endless Space 2
2865,"One thing that stands out about the game is the art style. Everything is flat and 2D and looks as if it could all be made from craft paper. The characters are full of life and have personality, which is surprising, considering they exist in a puzzle game. They have a range of facial expressions that make me laugh every time I play. Whether it’s a sneaky look while creeping along close to the ground or a shy blush when your partner cuts a bit of you away, the characters truly bring the game to life.","Snipperclips - Cut it out, together!"
2866,"I think , and the original game in general, had one of the best Yakuza plots in the series, and that holds true even today. The sole focus on Kazuma as the protagonist makes for a more focused adventure than Yakuza 4 and 5, and it’s nice to see how Kazuma builds his reputation as the Dragon of Dojima with this game. I’m also a sucker for betrayal/revenge plots, and the original Yakuza has one of the best in all of video games. So do yourself a favor and pick up  when it releases on August 29th, it’s certainly not a game to miss.",Yakuza Kiwami
2867,"The only thing I didn’t like about  is its uneven difficulty level, but that simply comes with the rougelike elements. Other than that it’s an excellent game. [07/2017, p.58]",Flinthook
2868," immersed me more than what you would expect from “just” a turn-based tactical RPG. I love its artistic approach, its mechanics to every last bit, and of course its unforgiving difficulty curve. I would not have it any other way. In this reviewer's humble opinion, this is easily the leading candidate for indie game of 2017.",Battle Brothers
2869," is the perfect combination of Catan and Heartstone. There is enough content to keep you entertained for hours, although the sheer amount of cards can be a bit overwhelming in the beginning.",Faeria
2870,"Due to its demanding nature and deliberate style of gameplay,  may not be up everyone's alley. Nonetheless, it's undeniably a survival horror done right case, entangling the player with its reverie-like ambience in a gnarled realm of mildew smells and ghastly aberrations.",Darkwood
2871,"The only thing you could possibly want that's not found here is more story. Besides the intro, ending, and new shopkeepers' dialog, there really isn't any narrative. It's just one big world filled with exploration, challenges, and platforming goodness. The goal of this remake is to let players jump between new and old at any time, so extra cinematics would gum up the work anyway.",Wonder Boy: The Dragon's Trap
2872,Quotation forthcoming.,Etrian Odyssey V: Beyond the Myth
2873,"If you've had the hankering for platformers as of late, like I have, this set is an absolute no brainer. For $39.99 you get three of the best platformers ever made, and they're completely remade for the current gen… you can’t get a much better value than that.",Crash Bandicoot N. Sane Trilogy
2874,"Despite hearing great things, I wasn’t expecting to fall in love with  the way that I did. I wasn’t prepared to get sucked into a fashion simulator, literally spending dozens and dozens of hours matching the colors of a bag to a customer’s dress. I certainly didn’t expect to find characters whose success I was even remotely interested in. It’s a fantastic boutique sim that is fun to play, even if you don’t know a thing about fashion. I certainly didn’t, but I’d be hard-pressed to show you a game I was more addicted to than this one over the last year.",Style Savvy: Styling Star
2875,"Really, that's the overarching theme of : it takes what made the first game intriguing, it builds on the proof of concept that was Gravity Rush Remastered, and it shows what Kat and co. are really capable of doing. It may start out a little slowly, but once it hits its stride, it quickly becomes apparent that the sky's both the literal and figurative limit as to what this game can accomplish.",Gravity Rush 2
2876,"It’s only through a combination of rich, collaborative, and altogether interactive elements that something like this can be born, a piece of software that shirks tedious story and plodding industry conventions in favor of pummeling sound and pure, unadulterated gameplay. In that regard,  is exclusively, utterly, and unapologetically ‘video game’. Now if you’ll excuse me, I need to get back to the delectable, relentless wub wub inside my television.",Aaero
2877,"I can easily recommend  for anyone who enjoys the genre, even if you don't care for multiplayer. The story mode is robust and greatly enjoyable, but the multiplayer still has all the bells and whistles that veterans expect by now like replays and post-match graphs. I hope that a strong community forms around  because it has rekindled my love of RTS games.",Tooth and Tail
2878,"Blossom Tales has enjoyed a lot of success on Switch, and it deserves it all. [Issue #37 – January/February 2019, p. 23]",Blossom Tales: The Sleeping King
2879,There’s enough in  to make this one of the best expansion packs you can get to date.,The Sims 4: Cats & Dogs
2880,"It's easy to suggest  on its own merits. It has expanded on the wonderful mechanics of the original and has one of the best soundtracks in recent memory. There isn't much content here for the solo player, but if you've got friends coming over for some friendly competition, the night would not be complete without .",Nidhogg 2
2881,"If the first episode of Before the Storm is anything to go by, Deck Nine has constructed a deep, heartfelt adventure. [Issue#267, p.72]",Life is Strange: Before the Storm - Episode 1: Awake
2882," was already a solid experience and the upgrades that it has received for the PC make it even better. Like the Ark of Napishtim, bringing Seven over was a great idea as it continues Adol’s adventure for all those that never did either move to a console market or have the chance to pick it up back in the day.",Ys Seven
2883,"’s magic really lies in being relevant right now, as an innovative, deep and well-crafted 2D platformer complete with cutesy retro/Anime artstyle. It’s incredibly good fun to play, engaging and witty, easy to pick up and almost impossible to put down.",Rabi-Ribi
2884,It is the rare game that may push you to want to lead a better life.,EVERYTHING
